3000 0.9 
------------------
9	0	8
19	0.1	14.8
29	0.2	25.4
39	0	20.2
49	0	4
59	0	-4
69	0	0
79	0	24
89	0	10
99	0.1	28
109	0.1	12.2
119	0	12
129	0.1	34.2
139	0	30
149	0	16
159	0	10.2
169	0	22
179	0.2	51.4
189	0	14
199	0.1	48
209	0	6.2
219	0.1	10.2
229	0.3	45.6
239	0.1	38.2
249	0	42
259	0	18.2
269	0.1	44.2
279	0	-3.6
289	0	22
299	0.1	52.4
309	0.1	35
319	0	21
329	0.1	50.4
339	0.1	24.8
349	0.1	34.6
359	0	4
369	0.2	90.2
379	0	4
389	0.1	48
399	0	20
409	0	-8
419	0.1	30.2
429	0.1	6.2
439	0	32
449	0	44
459	0	16
469	0	26
479	0.1	49.4
489	0.3	73.8
499	0	-3.8
509	0.1	38
519	0	24
529	0	36
539	0	16.2
549	0.2	51.2
559	0	28
569	0.3	84.8
579	0.2	45.8
589	0.1	27.4
599	0.2	40.2
609	0.2	53.4
619	0.1	50.6
629	0	16
639	0	56
649	0.1	58.2
659	0.1	5
669	0	14
679	0.2	75
689	0.3	53.2
699	0.3	76
709	0.2	62.8
719	0.1	34.2
729	0.1	56.6
739	0.1	38.4
749	0.3	68.4
759	0	12
769	0.2	44.8
779	0	0
789	0.1	38
799	0.2	56.2
809	0.1	40.6
819	0.1	42
829	0.2	51.2
839	0.3	63.2
849	0.4	79.6
859	0.1	86.8
869	0.1	26.2
879	0.1	56
889	0.2	74.6
899	0.1	58.2
909	0	22.2
919	0	40
929	0.1	32.2
939	0.1	62
949	0	18.2
959	0.1	32.4
969	0.1	33.8
979	0.2	57.8
989	0.1	14
999	0.1	22.4
1009	0.2	23.6
1019	0.1	52.2
1029	0	22
1039	0.2	72.4
1049	0.2	20.4
1059	0.3	62.2
1069	0	14
1079	0	6
1089	0.1	11.6
1099	0	32.2
1109	0	4.2
1119	0	50
1129	0.2	67
1139	0.1	42
1149	0.1	39.6
1159	0.2	32.2
1169	0.2	90.2
1179	0.2	74.8
1189	0.4	95.2
1199	0	-8
1209	0.3	68.4
1219	0.1	44
1229	0.1	42.8
1239	0	50
1249	0.1	44.4
1259	0.2	65
1269	0	10
1279	0.3	72.6
1289	0	30.2
1299	0.3	88.4
1309	0.1	40.8
1319	0.3	59.6
1329	0	42
1339	0.3	74.8
1349	0.2	67.4
1359	0.2	61.8
1369	0	30
1379	0.2	77.8
1389	0	32
1399	0.3	80.4
1409	0.2	75
1419	0.2	63.6
1429	0.4	97.4
1439	0	24.4
1449	0.1	53.6
1459	0.2	62
1469	0.2	70
1479	0.2	68.6
1489	0.2	73
1499	0.3	78.6
1509	0	34
1519	0.1	50.2
1529	0.1	52.8
1539	0.4	93.6
1549	0.3	76
1559	0.5	124.4
1569	0.5	111
1579	0	46
1589	0.2	72.8
1599	0.1	42
1609	0.2	59.6
1619	0.3	87
1629	0.3	95.4
1639	0.5	83.2
1649	0.3	46.8
1659	0.1	37
1669	0.2	52.4
1679	0.1	44.2
1689	0.2	62
1699	0.4	95.6
1709	0.5	101.4
1719	0.4	100.2
1729	0.1	45.6
1739	0.4	88.4
1749	0.2	64.8
1759	0.2	91
1769	0.4	97
1779	0.2	70.6
1789	0.6	126.6
1799	0.3	66
1809	0.2	49.4
1819	0.2	39.2
1829	0.2	60.4
1839	0.3	69.4
1849	0.2	76
1859	0.3	84.8
1869	0.1	56.6
1879	0	54
1889	0.2	66.6
1899	0.6	110.2
1909	0.2	98
1919	0.3	93.4
1929	0.5	105
1939	0.3	64.4
1949	0.5	132
1959	0.1	68.6
1969	0.5	108.4
1979	0.3	83.2
1989	0.3	89.2
1999	0.3	72.6
2009	0.1	72.2
2019	0.2	82
2029	0.3	76.6
2039	0.4	90.8
2049	0.4	81.6
2059	0.5	71.4
2069	0.3	67.4
2079	0.5	116.6
2089	0.3	89.8
2099	0.3	70.4
2109	0.5	107.6
2119	0.2	64.8
2129	0.4	103.2
2139	0.1	56
2149	0.4	97.4
2159	0.4	104.4
2169	0.1	66.4
2179	0.5	126
2189	0.5	98
2199	0.5	127
2209	0.1	80
2219	0.2	63
2229	0.3	96.2
2239	0.4	124.6
2249	0.3	73
2259	0.4	86.6
2269	0.2	44
2279	0.4	96.2
2289	0.4	94
2299	0.4	82
2309	0.3	62.4
2319	0.3	76.2
2329	0.2	55.2
2339	0.5	106.2
2349	0.2	46.4
2359	0.3	109
2369	0.4	88.6
2379	0.2	78.2
2389	0.3	82
2399	0.5	101.2
2409	0.6	101.8
2419	0.4	93.6
2429	0.2	99.2
2439	0.1	52.8
2449	0	44
2459	0.3	88.4
2469	0.1	86.4
2479	0.3	73.8
2489	0.3	51.4
2499	0.3	93.6
2509	0.3	78.8
2519	0.4	102.2
2529	0.4	90
2539	0.5	131.2
2549	0.4	105.2
2559	0.3	91.2
2569	0.4	103.2
2579	0.3	74.6
2589	0.3	83.6
2599	0.4	96.8
2609	0.5	88.4
2619	0.3	72.2
2629	0.3	109.2
2639	0.3	83.8
2649	0.4	85
2659	0.2	84.4
2669	0.2	107.6
2679	0.2	44.8
2689	0.4	82
2699	0.2	51
2709	0.4	88.4
2719	0.4	91.6
2729	0.3	96.8
2739	0.3	77.8
2749	0.2	78.4
2759	0.6	131.6
2769	0.4	84.4
2779	0.5	122
2789	0.4	107
2799	0.3	78.2
2809	0.1	56.4
2819	0.4	102.4
2829	0.1	70.8
2839	0.4	82.8
2849	0.1	73.6
2859	0.4	99.2
2869	0.2	57.4
2879	0.1	58
2889	0.5	122.2
2899	0.2	72
2909	0.1	70.2
2919	0.6	126
2929	0.6	144.8
2939	0.4	85.8
2949	0.4	83.6
2959	0.3	80.2
2969	0.5	128
2979	0.4	88.6
2989	0.4	120.8
2999	0.4	89
