3000 0.9 
------------------
9	0	20
19	0	4
29	0	24
39	0.1	30.8
49	0	-8
59	0	0
69	0.1	34
79	0.1	32.2
89	0	18
99	0.1	23
109	0	16.2
119	0.1	33
129	0	10
139	0.1	50.8
149	0	8.2
159	0	16
169	0.1	38.2
179	0	26.2
189	0	18
199	0.1	33.4
209	0	-10
219	0.2	37
229	0.2	37.6
239	0	12
249	0.1	35.4
259	0.1	31.6
269	0.1	44.8
279	0	2
289	0	-8
299	0.3	82.2
309	0	44.2
319	0.2	23.4
329	0.2	50.2
339	0.1	20
349	0.1	15.8
359	0	26.2
369	0.1	36.2
379	0	18
389	0.2	46
399	0	22.8
409	0	32
419	0	12
429	0	7.2
439	0	18.4
449	0.1	38.2
459	0	22
469	0	46
479	0	54.2
489	0.2	42.8
499	0	26
509	0.1	35
519	0.2	67.6
529	0.2	56
539	0.2	57
549	0	40.2
559	0	16
569	0	44
579	0.1	54.2
589	0.1	41.2
599	0.1	35.4
609	0.1	20.8
619	0.1	16.2
629	0	24.2
639	0	14
649	0.1	28.2
659	0	36.2
669	0	4
679	0	16
689	0.4	104
699	0.4	79.6
709	0	28
719	0	4.2
729	0.1	26.2
739	0.1	49.4
749	0.1	42.6
759	0	22
769	0	10
779	0	42
789	0.1	6.8
799	0	48
809	0.1	55
819	0	16
829	0	20.2
839	0	10
849	0.4	81.2
859	0.4	74.6
869	0.1	64.8
879	0	60
889	0	30
899	0.3	57.2
909	0	12
919	0	18
929	0.1	7.6
939	0	30
949	0.2	29
959	0.2	67.8
969	0.2	39.8
979	0.2	66
989	0.1	55.2
999	0.3	80
1009	0.2	36.2
1019	0.3	66.2
1029	0	14
1039	0.1	76.6
1049	0	32
1059	0	44
1069	0.2	43.4
1079	0.3	78.8
1089	0	28
1099	0	28.2
1109	0.1	22.4
1119	0.1	70.4
1129	0.1	46
1139	0	30.2
1149	0.2	51
1159	0.1	18
1169	0	32
1179	0.4	100.4
1189	0.4	79.2
1199	0.4	71.4
1209	0	-4
1219	0.2	56.8
1229	0.4	67
1239	0.4	70.2
1249	0.1	43.2
1259	0.3	78.6
1269	0.1	58.6
1279	0.1	49
1289	0.2	60.4
1299	0.1	16
1309	0.1	32.8
1319	0.3	60.2
1329	0.4	104.2
1339	0.2	79.6
1349	0	50.2
1359	0.2	48.6
1369	0.1	39.4
1379	0.4	82.4
1389	0.1	46.6
1399	0.2	50.8
1409	0.4	96.8
1419	0	36
1429	0.1	51.8
1439	0.2	71
1449	0.2	69
1459	0.5	98.4
1469	0	48
1479	0.2	67.6
1489	0.2	46.6
1499	0.1	34.4
1509	0.3	68.2
1519	0.1	32.4
1529	0	56
1539	0.2	58
1549	0.2	82
1559	0.3	86.4
1569	0.2	66.6
1579	0.6	115.8
1589	0.2	75.8
1599	0.1	47.2
1609	0.2	79.4
1619	0	38.2
1629	0.1	54
1639	0.1	65.4
1649	0.4	96.2
1659	0.1	44.6
1669	0.3	74.2
1679	0.3	87
1689	0.1	35.6
1699	0	40
1709	0.1	47
1719	0.5	139.2
1729	0.3	80.4
