1000 0.9 
------------------
9	0	12
19	0	18
29	0.1	15.4
39	0	20.4
49	0	-6
59	0	18
69	0	18.2
79	0	6.2
89	0	36
99	0	6
109	0.1	32.2
119	0.1	45.2
129	0	10.2
139	0	16
149	0	4
159	0	30.2
169	0.2	52.4
179	0.2	28
189	0	6.2
199	0	16
209	0	4
219	0	-8
229	0.2	60.8
239	0.2	54.4
249	0.1	34.8
259	0	34.4
269	0.2	55
279	0.1	46.8
289	0	30
299	0	2
309	0.2	34.8
319	0.1	42.4
329	0.3	63.2
339	0.1	36.8
349	0.3	89
359	0.4	114.2
369	0.5	99.4
379	0.2	75
389	0.2	77.4
399	0.2	48.6
409	0.1	38.2
419	0.1	22.8
429	0.1	28.8
439	0	2
449	0.1	17.8
459	0.4	87.6
469	0.4	101.6
479	0.3	90
489	0.1	60.6
499	0.2	67.6
509	0.2	45.6
519	0.3	94.6
529	0.3	85.8
539	0	28
549	0.3	72.8
559	0.2	70.4
569	0.2	64.2
579	0.3	88.2
589	0.2	70.4
599	0.4	100.4
609	0.3	62.6
619	0.5	100.2
629	0.2	77.2
639	0.4	82.2
649	0.6	148.8
659	0.2	59.8
669	0.3	85
679	0.3	105.4
689	0.3	67.6
699	0.5	104.4
709	0.4	89.4
719	0.3	86.6
729	0.3	75
739	0.4	97.8
749	0.2	64
759	0.4	100.4
769	0.6	147.8
779	0.3	100
789	0.3	79.6
799	0.4	81.8
809	0.4	112.2
819	0.5	111.2
829	0.6	128.8
839	0.6	145.2
849	0.5	99.6
859	0.6	152.2
869	0.7	158
879	0.6	137.8
889	0.8	160.6
899	0.6	130.8
909	0.6	129.6
919	0.5	122.2
929	0.4	85.2
939	0.7	149.8
949	0.3	78.8
959	0.6	121.2
969	0.7	136.8
979	0.8	173
989	0.6	149
999	0.7	146.6
