lost	3000	0.9	0
lost	2999	0.8997	-20
lost	2998	0.8994	-40
lost	2997	0.8991	-40
lost	2996	0.898801	-20
lost	2995	0.898501	0
lost	2994	0.898201	0
lost	2993	0.897902	-40
lost	2992	0.897603	20
lost	2991	0.897304	40
lost	2990	0.897004	100
lost	2989	0.896705	0
lost	2988	0.896407	0
lost	2987	0.896108	-40
lost	2986	0.895809	-20
lost	2985	0.89551	20
lost	2984	0.895212	2
lost	2983	0.894914	-20
lost	2982	0.894615	0
lost	2981	0.894317	0
lost	2980	0.894019	0
lost	2979	0.893721	0
lost	2978	0.893423	80
lost	2977	0.893125	0
lost	2976	0.892828	-20
lost	2975	0.89253	-20
lost	2974	0.892232	0
lost	2973	0.891935	20
lost	2972	0.891638	0
lost	2971	0.89134	20
lost	2970	0.891043	-40
lost	2969	0.890746	0
lost	2968	0.890449	80
lost	2967	0.890153	0
lost	2966	0.889856	40
lost	2965	0.889559	0
lost	2964	0.889263	120
lost	2963	0.888966	0
lost	2962	0.88867	-40
lost	2961	0.888374	80
lost	2960	0.888078	-40
lost	2959	0.887782	20
lost	2958	0.887486	40
lost	2957	0.88719	-40
lost	2956	0.886894	20
lost	2955	0.886599	0
lost	2954	0.886303	-20
lost	2953	0.886008	-40
lost	2952	0.885712	-40
lost	2951	0.885417	42
lost	2950	0.885122	0
lost	2949	0.884827	100
lost	2948	0.884532	-40
lost	2947	0.884237	-18
lost	2946	0.883942	0
lost	2945	0.883648	-20
lost	2944	0.883353	-20
lost	2943	0.883059	-20
lost	2942	0.882764	0
lost	2941	0.88247	0
lost	2940	0.882176	80
lost	2939	0.881882	-40
lost	2938	0.881588	60
lost	2937	0.881294	60
lost	2936	0.881	22
lost	2935	0.880707	0
lost	2934	0.880413	100
lost	2933	0.88012	-40
lost	2932	0.879826	80
lost	2931	0.879533	22
lost	2930	0.87924	-40
lost	2929	0.878947	20
lost	2928	0.878654	60
lost	2927	0.878361	20
lost	2926	0.878068	0
lost	2925	0.877775	80
lost	2924	0.877483	-20
lost	2923	0.87719	0
lost	2922	0.876898	40
lost	2921	0.876605	-40
lost	2920	0.876313	82
lost	2919	0.876021	120
lost	2918	0.875729	100
lost	2917	0.875437	40
lost	2916	0.875145	-20
lost	2915	0.874854	60
lost	2914	0.874562	-40
lost	2913	0.874271	-40
lost	2912	0.873979	-40
lost	2911	0.873688	-40
lost	2910	0.873397	20
lost	2909	0.873105	-40
lost	2908	0.872814	40
lost	2907	0.872524	120
lost	2906	0.872233	-20
lost	2905	0.871942	80
lost	2904	0.871651	0
lost	2903	0.871361	-40
lost	2902	0.87107	60
lost	2901	0.87078	0
lost	2900	0.87049	20
lost	2899	0.870199	40
lost	2898	0.869909	-40
lost	2897	0.869619	20
lost	2896	0.86933	40
lost	2895	0.86904	120
lost	2894	0.86875	20
lost	2893	0.868461	-40
lost	2892	0.868171	40
lost	2891	0.867882	80
lost	2890	0.867592	0
lost	2889	0.867303	40
lost	2888	0.867014	-20
lost	2887	0.866725	0
lost	2886	0.866436	0
lost	2885	0.866147	140
lost	2884	0.865859	62
lost	2883	0.86557	40
lost	2882	0.865281	-40
lost	2881	0.864993	0
lost	2880	0.864705	80
lost	2879	0.864416	40
lost	2878	0.864128	-40
lost	2877	0.86384	40
win	2876	0.863552	168
lost	2875	0.863265	-40
lost	2874	0.862977	-18
lost	2873	0.862689	-40
lost	2872	0.862402	-40
lost	2871	0.862114	-40
lost	2870	0.861827	20
lost	2869	0.861539	-20
lost	2868	0.861252	80
lost	2867	0.860965	-40
lost	2866	0.860678	0
win	2865	0.860391	168
lost	2864	0.860104	0
lost	2863	0.859818	0
lost	2862	0.859531	-20
lost	2861	0.859245	20
lost	2860	0.858958	40
lost	2859	0.858672	80
lost	2858	0.858386	40
lost	2857	0.8581	40
win	2856	0.857814	162
lost	2855	0.857528	0
lost	2854	0.857242	-40
lost	2853	0.856956	40
lost	2852	0.85667	-20
lost	2851	0.856385	-20
lost	2850	0.856099	20
lost	2849	0.855814	-40
lost	2848	0.855529	80
lost	2847	0.855244	-20
win	2846	0.854958	180
win	2845	0.854673	174
lost	2844	0.854389	40
lost	2843	0.854104	80
lost	2842	0.853819	-40
lost	2841	0.853534	0
lost	2840	0.85325	-20
lost	2839	0.852966	0
lost	2838	0.852681	20
lost	2837	0.852397	-40
lost	2836	0.852113	-40
lost	2835	0.851829	-20
lost	2834	0.851545	-40
lost	2833	0.851261	20
lost	2832	0.850977	-40
lost	2831	0.850694	20
lost	2830	0.85041	40
lost	2829	0.850127	0
lost	2828	0.849843	-20
lost	2827	0.84956	0
lost	2826	0.849277	40
lost	2825	0.848994	-20
lost	2824	0.848711	80
lost	2823	0.848428	0
lost	2822	0.848145	40
lost	2821	0.847862	80
lost	2820	0.84758	0
lost	2819	0.847297	80
lost	2818	0.847015	0
lost	2817	0.846732	22
lost	2816	0.84645	20
lost	2815	0.846168	-20
lost	2814	0.845886	-40
lost	2813	0.845604	-20
lost	2812	0.845322	0
lost	2811	0.84504	2
lost	2810	0.844759	-20
lost	2809	0.844477	-20
lost	2808	0.844195	-40
lost	2807	0.843914	-40
lost	2806	0.843633	80
lost	2805	0.843352	-40
lost	2804	0.84307	0
lost	2803	0.842789	40
lost	2802	0.842509	40
lost	2801	0.842228	40
lost	2800	0.841947	0
lost	2799	0.841666	40
lost	2798	0.841386	0
lost	2797	0.841105	40
lost	2796	0.840825	140
lost	2795	0.840545	20
lost	2794	0.840264	80
lost	2793	0.839984	-20
win	2792	0.839704	168
lost	2791	0.839424	20
lost	2790	0.839145	20
lost	2789	0.838865	80
lost	2788	0.838585	40
lost	2787	0.838306	40
lost	2786	0.838026	0
lost	2785	0.837747	80
lost	2784	0.837468	20
lost	2783	0.837189	60
lost	2782	0.83691	0
lost	2781	0.836631	-40
lost	2780	0.836352	0
lost	2779	0.836073	20
lost	2778	0.835794	0
lost	2777	0.835516	0
lost	2776	0.835237	40
lost	2775	0.834959	60
lost	2774	0.83468	40
win	2773	0.834402	148
lost	2772	0.834124	-40
lost	2771	0.833846	-40
lost	2770	0.833568	80
lost	2769	0.83329	-20
lost	2768	0.833012	-20
lost	2767	0.832735	40
win	2766	0.832457	168
lost	2765	0.83218	-40
lost	2764	0.831902	40
lost	2763	0.831625	0
lost	2762	0.831348	80
lost	2761	0.831071	80
lost	2760	0.830794	120
lost	2759	0.830517	-20
lost	2758	0.83024	0
lost	2757	0.829963	-20
lost	2756	0.829686	120
lost	2755	0.82941	-40
lost	2754	0.829133	60
lost	2753	0.828857	-40
lost	2752	0.828581	-40
lost	2751	0.828305	80
lost	2750	0.828028	-20
lost	2749	0.827752	-40
lost	2748	0.827477	60
lost	2747	0.827201	-38
lost	2746	0.826925	-40
lost	2745	0.826649	60
lost	2744	0.826374	-20
lost	2743	0.826098	-20
lost	2742	0.825823	40
lost	2741	0.825548	0
lost	2740	0.825273	0
lost	2739	0.824997	80
lost	2738	0.824722	-40
lost	2737	0.824448	60
lost	2736	0.824173	40
lost	2735	0.823898	40
lost	2734	0.823623	0
lost	2733	0.823349	-20
lost	2732	0.823074	100
lost	2731	0.8228	80
lost	2730	0.822526	120
win	2729	0.822252	186
lost	2728	0.821977	-40
lost	2727	0.821703	20
lost	2726	0.82143	80
lost	2725	0.821156	80
lost	2724	0.820882	0
lost	2723	0.820608	80
lost	2722	0.820335	0
lost	2721	0.820061	60
lost	2720	0.819788	80
lost	2719	0.819515	20
lost	2718	0.819242	-40
lost	2717	0.818969	40
lost	2716	0.818696	0
lost	2715	0.818423	40
lost	2714	0.81815	40
lost	2713	0.817877	-20
lost	2712	0.817605	-40
lost	2711	0.817332	0
lost	2710	0.81706	40
lost	2709	0.816787	40
lost	2708	0.816515	0
lost	2707	0.816243	-40
lost	2706	0.815971	-40
lost	2705	0.815699	-40
lost	2704	0.815427	100
lost	2703	0.815155	0
lost	2702	0.814883	42
lost	2701	0.814612	-40
lost	2700	0.81434	-40
lost	2699	0.814069	80
lost	2698	0.813797	-40
lost	2697	0.813526	-40
lost	2696	0.813255	-40
lost	2695	0.812984	140
win	2694	0.812713	160
lost	2693	0.812442	-40
lost	2692	0.812171	0
lost	2691	0.8119	60
win	2690	0.81163	142
lost	2689	0.811359	-40
lost	2688	0.811089	40
lost	2687	0.810818	-40
lost	2686	0.810548	20
lost	2685	0.810278	60
lost	2684	0.810008	-40
lost	2683	0.809738	-40
lost	2682	0.809468	20
lost	2681	0.809198	-20
lost	2680	0.808928	-40
lost	2679	0.808659	-18
lost	2678	0.808389	-20
lost	2677	0.80812	60
lost	2676	0.80785	20
lost	2675	0.807581	40
lost	2674	0.807312	20
lost	2673	0.807043	40
lost	2672	0.806774	40
lost	2671	0.806505	0
lost	2670	0.806236	120
lost	2669	0.805967	80
lost	2668	0.805699	20
lost	2667	0.80543	80
lost	2666	0.805161	40
lost	2665	0.804893	0
win	2664	0.804625	168
lost	2663	0.804357	-40
lost	2662	0.804088	-40
win	2661	0.80382	162
lost	2660	0.803553	-20
lost	2659	0.803285	0
lost	2658	0.803017	0
lost	2657	0.802749	-20
lost	2656	0.802482	20
lost	2655	0.802214	40
lost	2654	0.801947	40
lost	2653	0.801679	-40
lost	2652	0.801412	0
lost	2651	0.801145	40
lost	2650	0.800878	0
lost	2649	0.800611	40
lost	2648	0.800344	120
lost	2647	0.800077	20
lost	2646	0.799811	-40
lost	2645	0.799544	-40
lost	2644	0.799278	-20
lost	2643	0.799011	60
lost	2642	0.798745	0
lost	2641	0.798479	0
lost	2640	0.798212	0
lost	2639	0.797946	-20
win	2638	0.79768	168
lost	2637	0.797414	120
lost	2636	0.797149	0
lost	2635	0.796883	-40
lost	2634	0.796617	0
lost	2633	0.796352	0
lost	2632	0.796086	-60
lost	2631	0.795821	-40
lost	2630	0.795556	-40
lost	2629	0.795291	60
lost	2628	0.795025	0
lost	2627	0.79476	42
lost	2626	0.794495	20
lost	2625	0.794231	-20
lost	2624	0.793966	60
lost	2623	0.793701	60
lost	2622	0.793437	0
lost	2621	0.793172	80
lost	2620	0.792908	60
lost	2619	0.792644	20
lost	2618	0.792379	0
lost	2617	0.792115	80
lost	2616	0.791851	40
lost	2615	0.791587	0
lost	2614	0.791323	0
lost	2613	0.79106	0
lost	2612	0.790796	40
lost	2611	0.790532	0
lost	2610	0.790269	-40
lost	2609	0.790005	-40
lost	2608	0.789742	-40
lost	2607	0.789479	40
lost	2606	0.789216	20
lost	2605	0.788953	20
lost	2604	0.78869	100
lost	2603	0.788427	20
lost	2602	0.788164	0
lost	2601	0.787901	-40
lost	2600	0.787638	20
lost	2599	0.787376	40
lost	2598	0.787113	20
lost	2597	0.786851	40
lost	2596	0.786589	0
lost	2595	0.786327	60
lost	2594	0.786065	40
lost	2593	0.785802	20
lost	2592	0.785541	40
lost	2591	0.785279	60
lost	2590	0.785017	40
lost	2589	0.784755	20
lost	2588	0.784494	20
lost	2587	0.784232	-40
lost	2586	0.783971	40
lost	2585	0.783709	80
lost	2584	0.783448	0
lost	2583	0.783187	0
lost	2582	0.782926	0
lost	2581	0.782665	-40
win	2580	0.782404	162
lost	2579	0.782143	-40
lost	2578	0.781883	20
lost	2577	0.781622	0
lost	2576	0.781361	-40
lost	2575	0.781101	60
lost	2574	0.780841	0
lost	2573	0.78058	0
lost	2572	0.78032	40
lost	2571	0.78006	-40
lost	2570	0.7798	20
lost	2569	0.77954	-40
lost	2568	0.77928	40
lost	2567	0.779021	0
lost	2566	0.778761	100
lost	2565	0.778501	40
lost	2564	0.778242	-20
lost	2563	0.777982	-40
lost	2562	0.777723	120
lost	2561	0.777464	20
lost	2560	0.777205	0
lost	2559	0.776946	-20
lost	2558	0.776687	-40
lost	2557	0.776428	120
lost	2556	0.776169	100
lost	2555	0.77591	20
lost	2554	0.775651	0
lost	2553	0.775393	-20
lost	2552	0.775134	-40
lost	2551	0.774876	0
win	2550	0.774618	180
lost	2549	0.77436	120
lost	2548	0.774101	60
lost	2547	0.773843	40
lost	2546	0.773586	0
lost	2545	0.773328	-20
lost	2544	0.77307	0
lost	2543	0.772812	-40
lost	2542	0.772555	80
lost	2541	0.772297	-20
lost	2540	0.77204	20
win	2539	0.771782	162
lost	2538	0.771525	0
lost	2537	0.771268	80
win	2536	0.771011	174
lost	2535	0.770754	40
lost	2534	0.770497	-40
lost	2533	0.77024	120
lost	2532	0.769983	0
lost	2531	0.769727	120
lost	2530	0.76947	120
lost	2529	0.769214	80
lost	2528	0.768957	-20
lost	2527	0.768701	-40
lost	2526	0.768445	-40
lost	2525	0.768188	40
lost	2524	0.767932	-20
lost	2523	0.767676	-20
win	2522	0.76742	162
lost	2521	0.767165	20
lost	2520	0.766909	60
lost	2519	0.766653	-20
lost	2518	0.766398	80
lost	2517	0.766142	-20
win	2516	0.765887	174
lost	2515	0.765632	22
lost	2514	0.765376	0
lost	2513	0.765121	40
lost	2512	0.764866	40
lost	2511	0.764611	-40
lost	2510	0.764356	60
lost	2509	0.764102	60
